Fecha Hora;Pos. Bloque (ft);Carga Gancho (lbs);Profundidad (ft);TQ Llave Pot (lb.ft);Presión Bomba (psi)
5/12/2025 0:20;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:20;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:20;-11.57;2332.71;7522.94;0;2.51
5/12/2025 0:20;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:20;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:20;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:20;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:20;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:20;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:21;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:21;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:21;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:21;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:21;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:21;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:21;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:21;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:21;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:21;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:21;-11.57;2361.87;7522.94;0;3.13
5/12/2025 0:21;-11.57;2391.03;7522.94;0;3.13
5/12/2025 0:21;-11.57;2361.87;7522.94;0;3.13
5/12/2025 0:21;-11.57;2332.71;7522.94;0;3.13
5/12/2025 0:21;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:22;-11.57;2332.71;7522.94;0;2.51
5/12/2025 0:22;-11.57;2361.87;7522.94;0;3.13
5/12/2025 0:22;-11.57;2361.87;7522.94;0;3.13
5/12/2025 0:22;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:22;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:22;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:22;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:22;-11.57;2361.87;7522.94;0;3.13
5/12/2025 0:22;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:22;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:22;-11.57;2391.03;7522.94;0;1.88
5/12/2025 0:22;-11.57;2361.87;7522.94;0;3.13
5/12/2025 0:22;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:22;-11.57;2391.03;7522.94;0;3.13
5/12/2025 0:22;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:23;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:23;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:23;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:23;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:23;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:23;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:23;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:23;-11.57;2332.71;7522.94;0;2.51
5/12/2025 0:23;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:23;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:23;-11.57;2420.19;7522.94;0;2.51
5/12/2025 0:23;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:23;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:23;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:23;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:24;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:24;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:24;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:24;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:24;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:24;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:24;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:24;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:24;-11.57;2332.71;7522.94;0;2.51
5/12/2025 0:24;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:24;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:24;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:24;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:24;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:24;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:25;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:25;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:25;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:25;-11.57;2332.71;7522.94;0;2.51
5/12/2025 0:25;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:25;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:25;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:25;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:25;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:25;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:25;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:25;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:25;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:25;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:25;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:26;-11.57;2332.71;7522.94;0;2.51
5/12/2025 0:26;-11.57;2332.71;7522.94;0;2.51
5/12/2025 0:26;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:26;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:26;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:26;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:26;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:26;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:26;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:26;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:26;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:26;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:26;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:26;-11.57;2391.03;7522.94;0;2.51
5/12/2025 0:26;-11.57;2332.71;7522.94;0;2.51
5/12/2025 0:27;-11.57;2332.71;7522.94;0;2.51
5/12/2025 0:27;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:27;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:27;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:27;-11.57;2391.03;7522.94;0;3.13
5/12/2025 0:27;-11.57;2391.03;7522.94;0;3.13
5/12/2025 0:27;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:27;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:27;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:27;-11.57;2361.87;7522.94;0;3.13
5/12/2025 0:27;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:27;-11.57;2332.71;7522.94;0;2.51
5/12/2025 0:27;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:27;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:27;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:28;-11.57;2332.71;7522.94;0;2.51
5/12/2025 0:28;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:28;-11.57;2361.87;7522.94;0;1.88
5/12/2025 0:28;-11.57;2332.71;7522.94;0;2.51
5/12/2025 0:28;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:28;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:28;-11.57;2361.87;7522.94;0;2.51
5/12/2025 0:28;-11.57;2361.87;7522.94;0;2.51
