deviceId;fecha_hora;pozo;caudal;presion;actividad;numero_prueba
ColpetroleumRsu8;2025-12-06 21:27:10;MN-48;0;66,44;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:27:14;MN-48;0;1625,3;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:27:18;MN-48;0;2851,01;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:27:22;MN-48;0;2697,13;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:27:26;MN-48;0;2594,02;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:27:30;MN-48;0;2487,46;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:27:34;MN-48;0;2420,71;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:27:38;MN-48;0;2350,82;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:27:42;MN-48;0;2289,08;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:27:46;MN-48;0;2238,94;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:27:50;MN-48;0;2179,08;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:27:54;MN-48;0;8,15;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:27:58;MN-48;0;3,13;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:28:02;MN-48;0;3,76;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:28:06;MN-48;0;3,76;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:28:10;MN-48;0;3,76;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:28:14;MN-48;0;3,76;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:28:18;MN-48;0;4,39;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:28:22;MN-48;0;3,76;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:28:26;MN-48;0;3,45;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:28:30;MN-48;0;3,45;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:28:34;MN-48;0;4,07;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:28:38;MN-48;0;4,07;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:28:42;MN-48;0;3,45;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:28:46;MN-48;0;3,45;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:28:50;MN-48;0;3,45;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:28:54;MN-48;0;3,45;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:28:58;MN-48;0;3,45;FUERA DE VIAJE;1
ColpetroleumRsu8;2025-12-06 21:32:02;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:32:06;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:32:10;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:32:14;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:32:18;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:32:22;MN-48;0;3,76;FUERA DE VIAJE;2
ColpetroleumRsu8;2025-12-06 21:32:26;MN-48;0;3,76;FUERA DE VIAJE;2
